yolculuk_tarihi,tatil_gunu_mu,Pazartesi,Salı,Çarşamba,Perşembe,Cuma,Cumartesi,Pazar,saat_sin,saat_cos,yolcu_sayisi,yolcu_sayisi_scaled
2020-01-03,0,0,0,0,0,1,0,0,-0.7071067811865471,-0.707106781186548,24445,0.5625647280845091
2020-01-03,0,0,0,0,0,1,0,0,-0.8660254037844383,-0.5000000000000003,26648,0.6132655174794597
2020-01-03,0,0,0,0,0,1,0,0,-0.9659258262890684,-0.2588190451025207,30878,0.7106165565809763
2020-01-03,0,0,0,0,0,1,0,0,-1.0,-1.8369701987210292e-16,37881,0.8717866102045984
2020-01-03,0,0,0,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,31034,0.7142068076684082
2020-01-03,0,0,0,0,0,1,0,0,-0.8660254037844385,0.5,16986,0.3909000943591632
2020-01-03,0,0,0,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,11822,0.2720535775931509
2020-01-03,0,0,0,0,0,1,0,0,-0.5000000000000003,0.8660254037844383,11029,0.25380313456537246
2020-01-03,0,0,0,0,0,1,0,0,-0.2588190451025215,0.9659258262890682,6279,0.1444845918390831
2020-01-04,0,0,0,0,0,0,1,0,0.0,1.0,1436,0.033025707118363216
2020-01-04,0,0,0,0,0,0,1,0,0.9659258262890684,0.2588190451025208,884,0.020321741732066006
2020-01-04,0,0,0,0,0,0,1,0,1.0,6.123233995736766e-17,5685,0.13081402039078502
2020-01-04,0,0,0,0,0,0,1,0,0.9659258262890684,-0.2588190451025207,14792,0.34040643483464134
2020-01-04,0,0,0,0,0,0,1,0,0.8660254037844387,-0.4999999999999997,18185,0.4184943959862834
2020-01-04,0,0,0,0,0,0,1,0,0.7071067811865477,-0.7071067811865475,13106,0.3016041057743205
2020-01-04,0,0,0,0,0,0,1,0,0.4999999999999999,-0.8660254037844386,11761,0.27064969736024486
2020-01-04,0,0,0,0,0,0,1,0,0.258819045102521,-0.9659258262890684,13588,0.3126970610572829
2020-01-04,0,0,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,18254,0.42008239165957056
2020-01-04,0,0,0,0,0,0,1,0,-0.2588190451025208,-0.9659258262890684,25527,0.5874663413960554
2020-01-04,0,0,0,0,0,0,1,0,-0.4999999999999997,-0.8660254037844387,27672,0.6368322938482429
2020-01-04,0,0,0,0,0,0,1,0,-0.7071067811865471,-0.707106781186548,26634,0.6129433154587927
2020-01-04,0,0,0,0,0,0,1,0,-0.8660254037844383,-0.5000000000000003,27220,0.6264297714667096
2020-01-04,0,0,0,0,0,0,1,0,-0.9659258262890684,-0.2588190451025207,28529,0.6565556603990703
2020-01-04,0,0,0,0,0,0,1,0,-1.0,-1.8369701987210292e-16,28560,0.6572691077305471
2020-01-04,0,0,0,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,22310,0.5134289199327979
